annotated_image,periodic,year,id,n_images,area_percentage
BiancoRossoVerde_1915_annoI-n6-15ott-11.png,BiancoRossoVerde,1915,annoI-n6-15ott-11.png,6.0,0.246
BiancoRossoVerde_1915_annoI-n4-1sett-12.png,BiancoRossoVerde,1915,annoI-n4-1sett-12.png,3.0,0.396
BiancoRossoVerde_1915_annoI-n9-1dic-6.png,BiancoRossoVerde,1915,annoI-n9-1dic-6.png,2.0,0.137
BiancoRossoVerde_1915_annoI-n1-1lug-3.png,BiancoRossoVerde,1915,annoI-n1-1lug-3.png,1.0,0.311
BiancoRossoVerde_1915_annoI-n10-15dic-12.png,BiancoRossoVerde,1915,annoI-n10-15dic-12.png,3.0,0.395
BiancoRossoVerde_1915_annoI-n3-15ago-5.png,BiancoRossoVerde,1915,annoI-n3-15ago-5.png,6.0,0.366
BiancoRossoVerde_1915_annoI-n10-15dic-18.png,BiancoRossoVerde,1915,annoI-n10-15dic-18.png,3.0,0.23
BiancoRossoVerde_1915_annoI-n9-1dic-19.png,BiancoRossoVerde,1915,annoI-n9-1dic-19.png,3.0,0.057
BiancoRossoVerde_1915_annoI-n10-15dic-5.png,BiancoRossoVerde,1915,annoI-n10-15dic-5.png,4.0,0.305
BiancoRossoVerde_1915_annoI-n5-15sett-11.png,BiancoRossoVerde,1915,annoI-n5-15sett-11.png,5.0,0.307
BiancoRossoVerde_1915_annoI-n11-12-25dic-27.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-27.png,3.0,0.414
BiancoRossoVerde_1915_annoI-n8-15nov-1.png,BiancoRossoVerde,1915,annoI-n8-15nov-1.png,1.0,0.681
BiancoRossoVerde_1915_annoI-n3-15ago-11.png,BiancoRossoVerde,1915,annoI-n3-15ago-11.png,8.0,0.366
BiancoRossoVerde_1915_annoI-n6-15ott-1.png,BiancoRossoVerde,1915,annoI-n6-15ott-1.png,2.0,0.774
BiancoRossoVerde_1916_annoII-n1-15gen-6.png,BiancoRossoVerde,1916,annoII-n1-15gen-6.png,6.0,0.51
BiancoRossoVerde_1916_annoII-n2-30gen-19.png,BiancoRossoVerde,1916,annoII-n2-30gen-19.png,7.0,0.429
BiancoRossoVerde_1915_annoI-n2-1ago-7.png,BiancoRossoVerde,1915,annoI-n2-1ago-7.png,5.0,0.415
BiancoRossoVerde_1915_annoI-n6-15ott-13.png,BiancoRossoVerde,1915,annoI-n6-15ott-13.png,5.0,0.375
BiancoRossoVerde_1915_annoI-n2-1ago-11.png,BiancoRossoVerde,1915,annoI-n2-1ago-11.png,6.0,0.473
BiancoRossoVerde_1915_annoI-n7-1nov-12.png,BiancoRossoVerde,1915,annoI-n7-1nov-12.png,3.0,0.186
BiancoRossoVerde_1915_annoI-n6-15ott-4.png,BiancoRossoVerde,1915,annoI-n6-15ott-4.png,3.0,0.23
BiancoRossoVerde_1916_annoII-n3-15feb15mar-4.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-4.png,4.0,0.556
BiancoRossoVerde_1915_annoI-n9-1dic-1.png,BiancoRossoVerde,1915,annoI-n9-1dic-1.png,1.0,0.629
BiancoRossoVerde_1915_annoI-n1-1lug-1.png,BiancoRossoVerde,1915,annoI-n1-1lug-1.png,2.0,0.027
BiancoRossoVerde_1915_annoI-n6-15ott-2.png,BiancoRossoVerde,1915,annoI-n6-15ott-2.png,5.0,0.339
BiancoRossoVerde_1915_annoI-n8-15nov-11.png,BiancoRossoVerde,1915,annoI-n8-15nov-11.png,2.0,0.116
BiancoRossoVerde_1916_annoII-n1-15gen-11.png,BiancoRossoVerde,1916,annoII-n1-15gen-11.png,6.0,0.266
BiancoRossoVerde_1916_annoII-n2-30gen-12.png,BiancoRossoVerde,1916,annoII-n2-30gen-12.png,4.0,0.192
BiancoRossoVerde_1916_annoII-n1-15gen-5.png,BiancoRossoVerde,1916,annoII-n1-15gen-5.png,4.0,0.24
BiancoRossoVerde_1916_annoII-n3-15feb15mar-3.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-3.png,3.0,0.014
BiancoRossoVerde_1916_annoII-n1-15gen-8.png,BiancoRossoVerde,1916,annoII-n1-15gen-8.png,4.0,0.306
BiancoRossoVerde_1915_annoI-n7-1nov-8.png,BiancoRossoVerde,1915,annoI-n7-1nov-8.png,3.0,0.246
BiancoRossoVerde_1916_annoII-n3-15feb15mar-6.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-6.png,4.0,0.283
BiancoRossoVerde_1915_annoI-n4-1sett-8.png,BiancoRossoVerde,1915,annoI-n4-1sett-8.png,3.0,0.066
BiancoRossoVerde_1915_annoI-n3-15ago-13.png,BiancoRossoVerde,1915,annoI-n3-15ago-13.png,2.0,0.15
BiancoRossoVerde_1915_annoI-n11-12-25dic-39.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-39.png,1.0,0.343
BiancoRossoVerde_1915_annoI-n7-1nov-1.png,BiancoRossoVerde,1915,annoI-n7-1nov-1.png,1.0,0.714
BiancoRossoVerde_1916_annoII-n3-15feb15mar-11.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-11.png,5.0,0.235
BiancoRossoVerde_1915_annoI-n11-12-25dic-17.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-17.png,5.0,0.422
BiancoRossoVerde_1916_annoII-n1-15gen-16.png,BiancoRossoVerde,1916,annoII-n1-15gen-16.png,5.0,0.262
BiancoRossoVerde_1915_annoI-n2-1ago-15.png,BiancoRossoVerde,1915,annoI-n2-1ago-15.png,8.0,0.209
BiancoRossoVerde_1915_annoI-n2-1ago-13.png,BiancoRossoVerde,1915,annoI-n2-1ago-13.png,4.0,0.315
BiancoRossoVerde_1916_annoII-n1-15gen-12.png,BiancoRossoVerde,1916,annoII-n1-15gen-12.png,2.0,0.12
BiancoRossoVerde_1915_annoI-n3-15ago-18.png,BiancoRossoVerde,1915,annoI-n3-15ago-18.png,1.0,0.512
BiancoRossoVerde_1915_annoI-n11-12-25dic-35.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-35.png,2.0,0.308
BiancoRossoVerde_1915_annoI-n1-1lug-9.png,BiancoRossoVerde,1915,annoI-n1-1lug-9.png,3.0,0.509
BiancoRossoVerde_1915_annoI-n4-1sett-15.png,BiancoRossoVerde,1915,annoI-n4-1sett-15.png,10.0,0.365
BiancoRossoVerde_1915_annoI-n9-1dic-13.png,BiancoRossoVerde,1915,annoI-n9-1dic-13.png,5.0,0.409
BiancoRossoVerde_1915_annoI-n11-12-25dic-23.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-23.png,2.0,0.154
BiancoRossoVerde_1916_annoII-n3-15feb15mar-8.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-8.png,5.0,0.233
BiancoRossoVerde_1915_annoI-n7-1nov-13.png,BiancoRossoVerde,1915,annoI-n7-1nov-13.png,2.0,0.03
BiancoRossoVerde_1916_annoII-n2-30gen-21.png,BiancoRossoVerde,1916,annoII-n2-30gen-21.png,8.0,0.283
BiancoRossoVerde_1915_annoI-n2-1ago-1.png,BiancoRossoVerde,1915,annoI-n2-1ago-1.png,1.0,0.979
BiancoRossoVerde_1915_annoI-n3-15ago-8.png,BiancoRossoVerde,1915,annoI-n3-15ago-8.png,5.0,0.167
BiancoRossoVerde_1915_annoI-n10-15dic-7.png,BiancoRossoVerde,1915,annoI-n10-15dic-7.png,4.0,0.197
BiancoRossoVerde_1915_annoI-n11-12-25dic-36.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-36.png,2.0,0.194
BiancoRossoVerde_1916_annoII-n2-30gen-8.png,BiancoRossoVerde,1916,annoII-n2-30gen-8.png,3.0,0.503
BiancoRossoVerde_1916_annoII-n1-15gen-19.png,BiancoRossoVerde,1916,annoII-n1-15gen-19.png,1.0,0.076
BiancoRossoVerde_1915_annoI-n11-12-25dic-21.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-21.png,1.0,0.126
BiancoRossoVerde_1916_annoII-n3-15feb15mar-14.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-14.png,2.0,0.082
BiancoRossoVerde_1915_annoI-n11-12-25dic-20.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-20.png,1.0,0.107
BiancoRossoVerde_1915_annoI-n2-1ago-16.png,BiancoRossoVerde,1915,annoI-n2-1ago-16.png,8.0,0.167
BiancoRossoVerde_1915_annoI-n6-15ott-3.png,BiancoRossoVerde,1915,annoI-n6-15ott-3.png,6.0,0.277
BiancoRossoVerde_1915_annoI-n11-12-25dic-11.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-11.png,3.0,0.246
BiancoRossoVerde_1915_annoI-n6-15ott-15.png,BiancoRossoVerde,1915,annoI-n6-15ott-15.png,5.0,0.328
BiancoRossoVerde_1915_annoI-n8-15nov-10.png,BiancoRossoVerde,1915,annoI-n8-15nov-10.png,3.0,0.248
BiancoRossoVerde_1916_annoII-n3-15feb15mar-19.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-19.png,4.0,0.27
BiancoRossoVerde_1915_annoI-n10-15dic-16.png,BiancoRossoVerde,1915,annoI-n10-15dic-16.png,1.0,0.01
BiancoRossoVerde_1916_annoII-n1-15gen-10.png,BiancoRossoVerde,1916,annoII-n1-15gen-10.png,3.0,0.195
BiancoRossoVerde_1915_annoI-n11-12-25dic-25.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-25.png,9.0,0.189
BiancoRossoVerde_1915_annoI-n5-15sett-13.png,BiancoRossoVerde,1915,annoI-n5-15sett-13.png,4.0,0.152
BiancoRossoVerde_1915_annoI-n5-15sett-9.png,BiancoRossoVerde,1915,annoI-n5-15sett-9.png,4.0,0.463
BiancoRossoVerde_1915_annoI-n10-15dic-15.png,BiancoRossoVerde,1915,annoI-n10-15dic-15.png,1.0,0.063
BiancoRossoVerde_1915_annoI-n9-1dic-17.png,BiancoRossoVerde,1915,annoI-n9-1dic-17.png,5.0,0.136
BiancoRossoVerde_1915_annoI-n3-15ago-9.png,BiancoRossoVerde,1915,annoI-n3-15ago-9.png,5.0,0.386
BiancoRossoVerde_1915_annoI-n9-1dic-15.png,BiancoRossoVerde,1915,annoI-n9-1dic-15.png,5.0,0.278
BiancoRossoVerde_1915_annoI-n11-12-25dic-24.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-24.png,5.0,0.256
BiancoRossoVerde_1916_annoII-n3-15feb15mar-18.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-18.png,1.0,0.09
BiancoRossoVerde_1915_annoI-n10-15dic-6.png,BiancoRossoVerde,1915,annoI-n10-15dic-6.png,4.0,0.639
BiancoRossoVerde_1916_annoII-n1-15gen-17.png,BiancoRossoVerde,1916,annoII-n1-15gen-17.png,6.0,0.391
BiancoRossoVerde_1915_annoI-n11-12-25dic-4.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-4.png,0.0,0.0
BiancoRossoVerde_1916_annoII-n3-15feb15mar-7.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-7.png,8.0,0.238
BiancoRossoVerde_1916_annoII-n2-30gen-20.png,BiancoRossoVerde,1916,annoII-n2-30gen-20.png,4.0,0.206
BiancoRossoVerde_1915_annoI-n10-15dic-2.png,BiancoRossoVerde,1915,annoI-n10-15dic-2.png,4.0,0.315
BiancoRossoVerde_1915_annoI-n3-15ago-3.png,BiancoRossoVerde,1915,annoI-n3-15ago-3.png,3.0,0.332
BiancoRossoVerde_1915_annoI-n4-1sett-5.png,BiancoRossoVerde,1915,annoI-n4-1sett-5.png,1.0,0.286
BiancoRossoVerde_1915_annoI-n11-12-25dic-31.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-31.png,2.0,0.363
BiancoRossoVerde_1915_annoI-n8-15nov-14.png,BiancoRossoVerde,1915,annoI-n8-15nov-14.png,3.0,0.384
BiancoRossoVerde_1916_annoII-n1-15gen-2.png,BiancoRossoVerde,1916,annoII-n1-15gen-2.png,5.0,0.409
BiancoRossoVerde_1915_annoI-n3-15ago-12.png,BiancoRossoVerde,1915,annoI-n3-15ago-12.png,6.0,0.236
BiancoRossoVerde_1915_annoI-n11-12-25dic-22.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-22.png,1.0,0.723
BiancoRossoVerde_1915_annoI-n3-15ago-1.png,BiancoRossoVerde,1915,annoI-n3-15ago-1.png,1.0,0.988
BiancoRossoVerde_1915_annoI-n11-12-25dic-29.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-29.png,4.0,0.514
BiancoRossoVerde_1915_annoI-n11-12-25dic-14.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-14.png,1.0,0.718
BiancoRossoVerde_1915_annoI-n1-1lug-7.png,BiancoRossoVerde,1915,annoI-n1-1lug-7.png,4.0,0.567
BiancoRossoVerde_1915_annoI-n5-15sett-8.png,BiancoRossoVerde,1915,annoI-n5-15sett-8.png,13.0,0.435
BiancoRossoVerde_1915_annoI-n5-15sett-17.png,BiancoRossoVerde,1915,annoI-n5-15sett-17.png,6.0,0.166
BiancoRossoVerde_1916_annoII-n2-30gen-2.png,BiancoRossoVerde,1916,annoII-n2-30gen-2.png,3.0,0.144
BiancoRossoVerde_1915_annoI-n10-15dic-4.png,BiancoRossoVerde,1915,annoI-n10-15dic-4.png,4.0,0.363
BiancoRossoVerde_1915_annoI-n2-1ago-12.png,BiancoRossoVerde,1915,annoI-n2-1ago-12.png,5.0,0.431
BiancoRossoVerde_1915_annoI-n11-12-25dic-19.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-19.png,1.0,0.167
BiancoRossoVerde_1916_annoII-n1-15gen-3.png,BiancoRossoVerde,1916,annoII-n1-15gen-3.png,1.0,0.101
BiancoRossoVerde_1915_annoI-n2-1ago-6.png,BiancoRossoVerde,1915,annoI-n2-1ago-6.png,6.0,0.292
BiancoRossoVerde_1916_annoII-n2-30gen-25.png,BiancoRossoVerde,1916,annoII-n2-30gen-25.png,1.0,0.026
BiancoRossoVerde_1915_annoI-n9-1dic-3.png,BiancoRossoVerde,1915,annoI-n9-1dic-3.png,2.0,0.291
BiancoRossoVerde_1915_annoI-n1-1lug-13.png,BiancoRossoVerde,1915,annoI-n1-1lug-13.png,2.0,0.279
BiancoRossoVerde_1915_annoI-n6-15ott-12.png,BiancoRossoVerde,1915,annoI-n6-15ott-12.png,5.0,0.206
BiancoRossoVerde_1915_annoI-n2-1ago-3.png,BiancoRossoVerde,1915,annoI-n2-1ago-3.png,5.0,0.504
BiancoRossoVerde_1915_annoI-n10-15dic-8.png,BiancoRossoVerde,1915,annoI-n10-15dic-8.png,2.0,0.148
BiancoRossoVerde_1916_annoII-n3-15feb15mar-13.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-13.png,2.0,0.646
BiancoRossoVerde_1915_annoI-n1-1lug-12.png,BiancoRossoVerde,1915,annoI-n1-1lug-12.png,3.0,0.568
BiancoRossoVerde_1916_annoII-n1-15gen-15.png,BiancoRossoVerde,1916,annoII-n1-15gen-15.png,5.0,0.352
BiancoRossoVerde_1916_annoII-n2-30gen-7.png,BiancoRossoVerde,1916,annoII-n2-30gen-7.png,0.0,0.0
BiancoRossoVerde_1915_annoI-n6-15ott-16.png,BiancoRossoVerde,1915,annoI-n6-15ott-16.png,2.0,1.069
BiancoRossoVerde_1915_annoI-n4-1sett-3.png,BiancoRossoVerde,1915,annoI-n4-1sett-3.png,3.0,0.43
BiancoRossoVerde_1915_annoI-n8-15nov-8.png,BiancoRossoVerde,1915,annoI-n8-15nov-8.png,4.0,0.184
BiancoRossoVerde_1916_annoII-n3-15feb15mar-22.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-22.png,3.0,0.119
BiancoRossoVerde_1915_annoI-n8-15nov-13.png,BiancoRossoVerde,1915,annoI-n8-15nov-13.png,3.0,0.024
BiancoRossoVerde_1915_annoI-n10-15dic-17.png,BiancoRossoVerde,1915,annoI-n10-15dic-17.png,7.0,0.261
BiancoRossoVerde_1915_annoI-n1-1lug-10.png,BiancoRossoVerde,1915,annoI-n1-1lug-10.png,3.0,0.277
BiancoRossoVerde_1916_annoII-n3-15feb15mar-9.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-9.png,3.0,0.174
BiancoRossoVerde_1915_annoI-n2-1ago-2.png,BiancoRossoVerde,1915,annoI-n2-1ago-2.png,5.0,0.493
BiancoRossoVerde_1915_annoI-n6-15ott-14.png,BiancoRossoVerde,1915,annoI-n6-15ott-14.png,6.0,0.33
BiancoRossoVerde_1916_annoII-n3-15feb15mar-21.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-21.png,1.0,0.295
BiancoRossoVerde_1916_annoII-n1-15gen-9.png,BiancoRossoVerde,1916,annoII-n1-15gen-9.png,6.0,0.347
BiancoRossoVerde_1916_annoII-n2-30gen-9.png,BiancoRossoVerde,1916,annoII-n2-30gen-9.png,4.0,0.333
BiancoRossoVerde_1915_annoI-n4-1sett-2.png,BiancoRossoVerde,1915,annoI-n4-1sett-2.png,1.0,0.226
BiancoRossoVerde_1915_annoI-n1-1lug-5.png,BiancoRossoVerde,1915,annoI-n1-1lug-5.png,4.0,0.554
BiancoRossoVerde_1915_annoI-n11-12-25dic-15.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-15.png,5.0,0.305
BiancoRossoVerde_1915_annoI-n9-1dic-14.png,BiancoRossoVerde,1915,annoI-n9-1dic-14.png,4.0,0.337
BiancoRossoVerde_1915_annoI-n10-15dic-1.png,BiancoRossoVerde,1915,annoI-n10-15dic-1.png,1.0,0.928
BiancoRossoVerde_1915_annoI-n11-12-25dic-38.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-38.png,5.0,0.274
BiancoRossoVerde_1915_annoI-n11-12-25dic-6.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-6.png,1.0,0.753
BiancoRossoVerde_1915_annoI-n7-1nov-2.png,BiancoRossoVerde,1915,annoI-n7-1nov-2.png,2.0,0.052
BiancoRossoVerde_1915_annoI-n5-15sett-1.png,BiancoRossoVerde,1915,annoI-n5-15sett-1.png,1.0,0.566
BiancoRossoVerde_1915_annoI-n5-15sett-19.png,BiancoRossoVerde,1915,annoI-n5-15sett-19.png,3.0,0.351
BiancoRossoVerde_1916_annoII-n3-15feb15mar-2.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-2.png,2.0,0.038
BiancoRossoVerde_1915_annoI-n7-1nov-11.png,BiancoRossoVerde,1915,annoI-n7-1nov-11.png,8.0,0.319
BiancoRossoVerde_1915_annoI-n1-1lug-8.png,BiancoRossoVerde,1915,annoI-n1-1lug-8.png,2.0,0.708
BiancoRossoVerde_1915_annoI-n9-1dic-12.png,BiancoRossoVerde,1915,annoI-n9-1dic-12.png,4.0,0.195
BiancoRossoVerde_1915_annoI-n7-1nov-7.png,BiancoRossoVerde,1915,annoI-n7-1nov-7.png,10.0,0.373
BiancoRossoVerde_1916_annoII-n2-30gen-3.png,BiancoRossoVerde,1916,annoII-n2-30gen-3.png,2.0,0.044
BiancoRossoVerde_1915_annoI-n9-1dic-8.png,BiancoRossoVerde,1915,annoI-n9-1dic-8.png,4.0,0.264
BiancoRossoVerde_1915_annoI-n3-15ago-6.png,BiancoRossoVerde,1915,annoI-n3-15ago-6.png,4.0,0.259
BiancoRossoVerde_1916_annoII-n2-30gen-24.png,BiancoRossoVerde,1916,annoII-n2-30gen-24.png,1.0,0.067
BiancoRossoVerde_1916_annoII-n1-15gen-14.png,BiancoRossoVerde,1916,annoII-n1-15gen-14.png,5.0,0.266
BiancoRossoVerde_1915_annoI-n7-1nov-5.png,BiancoRossoVerde,1915,annoI-n7-1nov-5.png,4.0,0.17
BiancoRossoVerde_1915_annoI-n8-15nov-15.png,BiancoRossoVerde,1915,annoI-n8-15nov-15.png,2.0,0.892
BiancoRossoVerde_1915_annoI-n10-15dic-9.png,BiancoRossoVerde,1915,annoI-n10-15dic-9.png,3.0,0.196
BiancoRossoVerde_1915_annoI-n4-1sett-1.png,BiancoRossoVerde,1915,annoI-n4-1sett-1.png,1.0,0.674
BiancoRossoVerde_1915_annoI-n5-15sett-14.png,BiancoRossoVerde,1915,annoI-n5-15sett-14.png,5.0,0.156
BiancoRossoVerde_1916_annoII-n3-15feb15mar-12.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-12.png,6.0,0.154
BiancoRossoVerde_1915_annoI-n11-12-25dic-34.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-34.png,3.0,0.496
BiancoRossoVerde_1915_annoI-n7-1nov-14.png,BiancoRossoVerde,1915,annoI-n7-1nov-14.png,5.0,0.084
BiancoRossoVerde_1915_annoI-n8-15nov-6.png,BiancoRossoVerde,1915,annoI-n8-15nov-6.png,4.0,0.402
BiancoRossoVerde_1915_annoI-n3-15ago-14.png,BiancoRossoVerde,1915,annoI-n3-15ago-14.png,3.0,0.349
BiancoRossoVerde_1915_annoI-n11-12-25dic-5.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-5.png,1.0,0.006
BiancoRossoVerde_1915_annoI-n4-1sett-7.png,BiancoRossoVerde,1915,annoI-n4-1sett-7.png,2.0,0.39
BiancoRossoVerde_1915_annoI-n3-15ago-10.png,BiancoRossoVerde,1915,annoI-n3-15ago-10.png,5.0,0.747
BiancoRossoVerde_1915_annoI-n9-1dic-4.png,BiancoRossoVerde,1915,annoI-n9-1dic-4.png,1.0,0.29
BiancoRossoVerde_1915_annoI-n3-15ago-7.png,BiancoRossoVerde,1915,annoI-n3-15ago-7.png,5.0,0.264
BiancoRossoVerde_1915_annoI-n8-15nov-12.png,BiancoRossoVerde,1915,annoI-n8-15nov-12.png,5.0,0.601
BiancoRossoVerde_1916_annoII-n2-30gen-26.png,BiancoRossoVerde,1916,annoII-n2-30gen-26.png,5.0,0.235
BiancoRossoVerde_1915_annoI-n1-1lug-14.png,BiancoRossoVerde,1915,annoI-n1-1lug-14.png,1.0,0.313
BiancoRossoVerde_1915_annoI-n10-15dic-19.png,BiancoRossoVerde,1915,annoI-n10-15dic-19.png,2.0,1.279
BiancoRossoVerde_1916_annoII-n1-15gen-23.png,BiancoRossoVerde,1916,annoII-n1-15gen-23.png,1.0,0.325
BiancoRossoVerde_1915_annoI-n3-15ago-17.png,BiancoRossoVerde,1915,annoI-n3-15ago-17.png,4.0,0.145
BiancoRossoVerde_1915_annoI-n11-12-25dic-30.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-30.png,1.0,0.707
BiancoRossoVerde_1915_annoI-n11-12-25dic-16.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-16.png,4.0,0.203
BiancoRossoVerde_1915_annoI-n2-1ago-10.png,BiancoRossoVerde,1915,annoI-n2-1ago-10.png,5.0,0.777
BiancoRossoVerde_1916_annoII-n1-15gen-21.png,BiancoRossoVerde,1916,annoII-n1-15gen-21.png,1.0,0.105
BiancoRossoVerde_1916_annoII-n1-15gen-1.png,BiancoRossoVerde,1916,annoII-n1-15gen-1.png,1.0,0.683
BiancoRossoVerde_1915_annoI-n7-1nov-3.png,BiancoRossoVerde,1915,annoI-n7-1nov-3.png,2.0,0.279
BiancoRossoVerde_1916_annoII-n3-15feb15mar-17.png,BiancoRossoVerde,1916,annoII-n3-15feb15mar-17.png,2.0,0.249
BiancoRossoVerde_1915_annoI-n6-15ott-7.png,BiancoRossoVerde,1915,annoI-n6-15ott-7.png,6.0,0.426
BiancoRossoVerde_1915_annoI-n11-12-25dic-2.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-2.png,4.0,0.334
BiancoRossoVerde_1915_annoI-n4-1sett-16.png,BiancoRossoVerde,1915,annoI-n4-1sett-16.png,1.0,0.319
BiancoRossoVerde_1915_annoI-n6-15ott-6.png,BiancoRossoVerde,1915,annoI-n6-15ott-6.png,5.0,0.376
BiancoRossoVerde_1915_annoI-n7-1nov-9.png,BiancoRossoVerde,1915,annoI-n7-1nov-9.png,3.0,0.312
BiancoRossoVerde_1915_annoI-n11-12-25dic-26.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-26.png,8.0,0.503
BiancoRossoVerde_1915_annoI-n7-1nov-6.png,BiancoRossoVerde,1915,annoI-n7-1nov-6.png,4.0,0.229
BiancoRossoVerde_1915_annoI-n8-15nov-4.png,BiancoRossoVerde,1915,annoI-n8-15nov-4.png,2.0,0.119
BiancoRossoVerde_1915_annoI-n11-12-25dic-18.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-18.png,3.0,0.338
BiancoRossoVerde_1915_annoI-n10-15dic-10.png,BiancoRossoVerde,1915,annoI-n10-15dic-10.png,3.0,0.602
BiancoRossoVerde_1915_annoI-n5-15sett-12.png,BiancoRossoVerde,1915,annoI-n5-15sett-12.png,8.0,0.37
BiancoRossoVerde_1916_annoII-n2-30gen-18.png,BiancoRossoVerde,1916,annoII-n2-30gen-18.png,5.0,0.321
BiancoRossoVerde_1915_annoI-n11-12-25dic-10.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-10.png,4.0,0.321
BiancoRossoVerde_1915_annoI-n4-1sett-14.png,BiancoRossoVerde,1915,annoI-n4-1sett-14.png,11.0,0.274
BiancoRossoVerde_1915_annoI-n11-12-25dic-7.png,BiancoRossoVerde,1915,annoI-n11-12-25dic-7.png,3.0,0.271
BiancoRossoVerde_1915_annoI-n8-15nov-9.png,BiancoRossoVerde,1915,annoI-n8-15nov-9.png,2.0,0.217
