annotated_image,periodic,year,id,n_images,area_percentage
GrandeIllustrazione_1914_feb-pag14.jpg,GrandeIllustrazione,1914,feb-pag14,3.0,0.79
GrandeIllustrazione_1914_feb-pag40.jpg,GrandeIllustrazione,1914,feb-pag40,4.0,0.137
GrandeIllustrazione_1914_feb-pag2.jpg,GrandeIllustrazione,1914,feb-pag2,3.0,0.954
GrandeIllustrazione_1914_feb-pag10.jpg,GrandeIllustrazione,1914,feb-pag10,2.0,0.103
GrandeIllustrazione_1914_mag-pag42.jpg,GrandeIllustrazione,1914,mag-pag42,1.0,0.119
GrandeIllustrazione_1914_mag-pag5.jpg,GrandeIllustrazione,1914,mag-pag5,1.0,0.072
GrandeIllustrazione_1914_feb-pag11.jpg,GrandeIllustrazione,1914,feb-pag11,3.0,0.235
GrandeIllustrazione_1914_feb-pag5.jpg,GrandeIllustrazione,1914,feb-pag5,1.0,0.961
GrandeIllustrazione_1914_mag-pag17.jpg,GrandeIllustrazione,1914,mag-pag17,1.0,0.936
GrandeIllustrazione_1914_mag-pag36.jpg,GrandeIllustrazione,1914,mag-pag36,2.0,1.088
GrandeIllustrazione_1914_feb-pag32.jpg,GrandeIllustrazione,1914,feb-pag32,4.0,0.21
GrandeIllustrazione_1914_feb-pag7.jpg,GrandeIllustrazione,1914,feb-pag7,1.0,0.45
GrandeIllustrazione_1914_feb-pag13.jpg,GrandeIllustrazione,1914,feb-pag13,2.0,0.402
GrandeIllustrazione_1914_feb-pag1.jpg,GrandeIllustrazione,1914,feb-pag1,1.0,0.997
GrandeIllustrazione_1914_mag-pag33.jpg,GrandeIllustrazione,1914,mag-pag33,1.0,0.057
GrandeIllustrazione_1914_mag-pag4.jpg,GrandeIllustrazione,1914,mag-pag4,1.0,0.623
GrandeIllustrazione_1914_feb-pag24 .jpg,GrandeIllustrazione,1914,feb-pag24 ,0.0,0.0
GrandeIllustrazione_1914_feb-pag46.jpg,GrandeIllustrazione,1914,feb-pag46,3.0,0.309
GrandeIllustrazione_1914_feb-pag38.jpg,GrandeIllustrazione,1914,feb-pag38,1.0,0.074
GrandeIllustrazione_1914_mag-pag12.jpg,GrandeIllustrazione,1914,mag-pag12,0.0,0.0
GrandeIllustrazione_1914_feb-pag34.jpg,GrandeIllustrazione,1914,feb-pag34,2.0,0.258
GrandeIllustrazione_1914_mag-pag2.jpg,GrandeIllustrazione,1914,mag-pag2,1.0,0.936
GrandeIllustrazione_1914_feb-pag22.jpg,GrandeIllustrazione,1914,feb-pag22,2.0,0.077
GrandeIllustrazione_1914_mag-pag44.jpg,GrandeIllustrazione,1914,mag-pag44,1.0,0.323
GrandeIllustrazione_1914_mag-pag13.jpg,GrandeIllustrazione,1914,mag-pag13,1.0,0.368
GrandeIllustrazione_1914_mag-pag38.jpg,GrandeIllustrazione,1914,mag-pag38,2.0,0.153
GrandeIllustrazione_1914_mag-pag22.jpg,GrandeIllustrazione,1914,mag-pag22,1.0,0.031
GrandeIllustrazione_1914_feb-pag44.jpg,GrandeIllustrazione,1914,feb-pag44,3.0,0.304
GrandeIllustrazione_1914_mag-pag30.jpg,GrandeIllustrazione,1914,mag-pag30,1.0,0.117
GrandeIllustrazione_1914_feb-pag20.jpg,GrandeIllustrazione,1914,feb-pag20,1.0,0.215
GrandeIllustrazione_1914_feb-pag45.jpg,GrandeIllustrazione,1914,feb-pag45,1.0,0.078
GrandeIllustrazione_1914_mag-pag31.jpg,GrandeIllustrazione,1914,mag-pag31,1.0,0.122
GrandeIllustrazione_1914_feb-pag41.jpg,GrandeIllustrazione,1914,feb-pag41,1.0,0.369
GrandeIllustrazione_1914_feb-pag47.jpg,GrandeIllustrazione,1914,feb-pag47,1.0,0.736
GrandeIllustrazione_1914_feb-pag36.jpg,GrandeIllustrazione,1914,feb-pag36,3.0,0.418
GrandeIllustrazione_1914_mag-pag9.jpg,GrandeIllustrazione,1914,mag-pag9,2.0,0.101
GrandeIllustrazione_1914_mag-pag24.jpg,GrandeIllustrazione,1914,mag-pag24,0.0,0.0
GrandeIllustrazione_1914_mag-pag39.jpg,GrandeIllustrazione,1914,mag-pag39,1.0,0.059
GrandeIllustrazione_1914_mag-pag16.jpg,GrandeIllustrazione,1914,mag-pag16,1.0,0.105
GrandeIllustrazione_1914_feb-pag19.jpg,GrandeIllustrazione,1914,feb-pag19,2.0,0.751
GrandeIllustrazione_1914_mag-pag19.jpg,GrandeIllustrazione,1914,mag-pag19,1.0,0.445
GrandeIllustrazione_1914_feb-pag17.jpg,GrandeIllustrazione,1914,feb-pag17,3.0,0.031
GrandeIllustrazione_1914_mag-pag45.jpg,GrandeIllustrazione,1914,mag-pag45,1.0,0.003
GrandeIllustrazione_1914_feb-pag43.jpg,GrandeIllustrazione,1914,feb-pag43,1.0,0.016
GrandeIllustrazione_1914_mag-pag18.jpg,GrandeIllustrazione,1914,mag-pag18,1.0,0.016
GrandeIllustrazione_1914_mag-pag15.jpg,GrandeIllustrazione,1914,mag-pag15,1.0,0.018
GrandeIllustrazione_1914_mag-pag3.jpg,GrandeIllustrazione,1914,mag-pag3,5.0,0.112
GrandeIllustrazione_1914_feb-pag33.jpg,GrandeIllustrazione,1914,feb-pag33,1.0,0.075
GrandeIllustrazione_1914_feb-pag18.jpg,GrandeIllustrazione,1914,feb-pag18,1.0,0.031
GrandeIllustrazione_1914_mag-pag27.jpg,GrandeIllustrazione,1914,mag-pag27,1.0,0.282
GrandeIllustrazione_1914_mag-pag20.jpg,GrandeIllustrazione,1914,mag-pag20,2.0,1.029
GrandeIllustrazione_1914_mag-pag47.jpg,GrandeIllustrazione,1914,mag-pag47,1.0,0.912
GrandeIllustrazione_1914_feb-pag31.jpg,GrandeIllustrazione,1914,feb-pag31,2.0,0.522
GrandeIllustrazione_1914_feb-pag37.jpg,GrandeIllustrazione,1914,feb-pag37,2.0,0.146
GrandeIllustrazione_1914_feb-pag28.jpg,GrandeIllustrazione,1914,feb-pag28,0.0,0.0
GrandeIllustrazione_1914_mag-pag14.jpg,GrandeIllustrazione,1914,mag-pag14,1.0,0.125
GrandeIllustrazione_1914_feb-pag26.jpg,GrandeIllustrazione,1914,feb-pag26,4.0,0.309
GrandeIllustrazione_1914_feb-pag27.jpg,GrandeIllustrazione,1914,feb-pag27,2.0,0.531
GrandeIllustrazione_1914_mag-pag34.jpg,GrandeIllustrazione,1914,mag-pag34,1.0,0.017
GrandeIllustrazione_1914_mag-pag26.jpg,GrandeIllustrazione,1914,mag-pag26,2.0,0.035
GrandeIllustrazione_1914_mag-pag28.jpg,GrandeIllustrazione,1914,mag-pag28,0.0,0.0
GrandeIllustrazione_1914_feb-pag48.jpg,GrandeIllustrazione,1914,feb-pag48,1.0,0.817
GrandeIllustrazione_1914_mag-pag46.jpg,GrandeIllustrazione,1914,mag-pag46,0.0,0.0
GrandeIllustrazione_1914_feb-pag4.jpg,GrandeIllustrazione,1914,feb-pag4,3.0,0.081
GrandeIllustrazione_1914_feb-pag42.jpg,GrandeIllustrazione,1914,feb-pag42,1.0,0.04
GrandeIllustrazione_1914_feb-pag23.jpg,GrandeIllustrazione,1914,feb-pag23,2.0,0.138
GrandeIllustrazione_1914_mag-pag40.jpg,GrandeIllustrazione,1914,mag-pag40,0.0,0.0
GrandeIllustrazione_1914_mag-pag10.jpg,GrandeIllustrazione,1914,mag-pag10,1.0,0.13
GrandeIllustrazione_1914_feb-pag6.jpg,GrandeIllustrazione,1914,feb-pag6,1.0,0.048
