annotated_image,periodic,year,id,n_images,area_percentage
Donna_1913_9-39.jpg,Donna,1913,9-39,2.0,0.121
Donna_1914_1-033.jpg,Donna,1914,1-033,5.0,0.195
Donna_1913_7-081.jpg,Donna,1913,7-081,2.0,0.118
Donna_1913_3-096.jpg,Donna,1913,3-096,3.0,0.219
Donna_1914_7-036.jpg,Donna,1914,7-036,5.0,0.136
Donna_1914_6-079.jpg,Donna,1914,6-079,1.0,0.331
Donna_1909_3-042.jpg,Donna,1909,3-042,1.0,0.025
Donna_1913_6-015.jpg,Donna,1913,6-015,4.0,0.219
Donna_1913_5-078.jpg,Donna,1913,5-078,3.0,0.241
Donna_1906_4-0082.jpg,Donna,1906,4-0082,3.0,0.104
Donna_1907_1-0091.jpg,Donna,1907,1-0091,5.0,0.193
Donna_1914_4-009.jpg,Donna,1914,4-009,1.0,0.06
Donna_1908_6-053.jpg,Donna,1908,6-053,5.0,0.26
Donna_1910_7-081.jpg,Donna,1910,7-081,1.0,0.021
Donna_1907_1-0061.jpg,Donna,1907,1-0061,6.0,0.414
Donna_1907_8-89.jpg,Donna,1907,8-89,2.0,0.337
Donna_1907_7-52.jpg,Donna,1907,7-52,2.0,0.733
Donna_1916_1-047.jpg,Donna,1916,1-047,11.0,0.647
Donna_1913_3-049.jpg,Donna,1913,3-049,7.0,0.138
Donna_1907_9-060.jpg,Donna,1907,9-060,5.0,0.276
Donna_1910_6-066.jpg,Donna,1910,6-066,3.0,0.271
Donna_1914_7-021.jpg,Donna,1914,7-021,4.0,0.223
Donna_1906_1-0094.jpg,Donna,1906,1-0094,1.0,0.359
Donna_1914_1-038.jpg,Donna,1914,1-038,7.0,0.411
Donna_1907_2-29.jpg,Donna,1907,2-29,2.0,0.018
Donna_1910_4-005.jpg,Donna,1910,4-005,3.0,0.018
Donna_1909_1-075.jpg,Donna,1909,1-075,0.0,0.0
Donna_1908_1-013.jpg,Donna,1908,1-013,1.0,0.706
Donna_1914_5-014.jpg,Donna,1914,5-014,2.0,0.065
Donna_1914_1-027.jpg,Donna,1914,1-027,1.0,0.258
Donna_1906_2-0083.jpg,Donna,1906,2-0083,1.0,0.337
Donna_1913_9-24.jpg,Donna,1913,9-24,4.0,0.344
Donna_1908_2-039.jpg,Donna,1908,2-039,2.0,0.117
Donna_1914_5-033.jpg,Donna,1914,5-033,4.0,0.226
Donna_1907_8-4.jpg,Donna,1907,8-4,3.0,0.239
Donna_1916_2-012.jpg,Donna,1916,2-012,2.0,0.154
Donna_1914_4-077.jpg,Donna,1914,4-077,8.0,0.057
Donna_1913_7-041.jpg,Donna,1913,7-041,6.0,0.522
Donna_1907_3-62.jpg,Donna,1907,3-62,3.0,0.097
Donna_1913_5-058.jpg,Donna,1913,5-058,7.0,0.132
Donna_1907_3-88.jpg,Donna,1907,3-88,5.0,0.084
Donna_1913_3-058.jpg,Donna,1913,3-058,6.0,0.507
Donna_1916_3-095.jpg,Donna,1916,3-095,3.0,0.369
Donna_1913_7-053.jpg,Donna,1913,7-053,0.0,0.0
Donna_1913_2-084.jpg,Donna,1913,2-084,3.0,0.253
Donna_1914_5-066.jpg,Donna,1914,5-066,1.0,0.182
Donna_1907_2-63.jpg,Donna,1907,2-63,5.0,0.028
Donna_1908_3-027.jpg,Donna,1908,3-027,2.0,0.507
Donna_1908_9-097.jpg,Donna,1908,9-097,4.0,0.94
Donna_1909_2-088.jpg,Donna,1909,2-088,10.0,0.283
Donna_1914_3-091.jpg,Donna,1914,3-091,4.0,0.12
Donna_1909_3-060.jpg,Donna,1909,3-060,5.0,0.405
Donna_1908_8-041.jpg,Donna,1908,8-041,1.0,0.634
Donna_1913_4-035.jpg,Donna,1913,4-035,5.0,0.17
Donna_1913_4-066.jpg,Donna,1913,4-066,2.0,0.704
Donna_1906_4-0099.jpg,Donna,1906,4-0099,2.0,0.233
Donna_1914_2-076.jpg,Donna,1914,2-076,2.0,0.213
Donna_1913_2-071.jpg,Donna,1913,2-071,5.0,0.187
Donna_1910_1-053.jpg,Donna,1910,1-053,2.0,1.029
Donna_1908_8-050.jpg,Donna,1908,8-050,7.0,0.32
Donna_1910_2-074.jpg,Donna,1910,2-074,3.0,0.186
Donna_1913_9-25.jpg,Donna,1913,9-25,2.0,0.575
Donna_1907_3-93.jpg,Donna,1907,3-93,3.0,0.022
Donna_1908_1-064.jpg,Donna,1908,1-064,2.0,0.098
Donna_1906_3-0077.jpg,Donna,1906,3-0077,1.0,0.291
Donna_1906_1-0085.jpg,Donna,1906,1-0085,1.0,0.222
Donna_1913_2-029.jpg,Donna,1913,2-029,5.0,0.295
Donna_1916_3-011.jpg,Donna,1916,3-011,2.0,0.178
Donna_1908_9-044.jpg,Donna,1908,9-044,3.0,0.557
Donna_1908_7-052.jpg,Donna,1908,7-052,6.0,0.765
Donna_1909_2-027.jpg,Donna,1909,2-027,3.0,0.544
Donna_1907_7-75.jpg,Donna,1907,7-75,1.0,0.005
Donna_1910_5-098.jpg,Donna,1910,5-098,4.0,0.426
Donna_1908_3-054.jpg,Donna,1908,3-054,7.0,0.235
Donna_1907_3-63.jpg,Donna,1907,3-63,4.0,0.192
Donna_1907_9-057.jpg,Donna,1907,9-057,2.0,0.077
Donna_1907_2-5.jpg,Donna,1907,2-5,5.0,0.258
Donna_1910_7-085.jpg,Donna,1910,7-085,6.0,0.239
